Date,Open,High,Low,Close*,Adj Close**,Volume
"Nov 14, 2019","27,757.20","27,800.71","27,676.97","27,781.96","27,781.96","303,970,000.00"
"Nov 13, 2019","27,622.04","27,806.40","27,587.20","27,783.59","27,783.59","278,390,000.00"
"Nov 12, 2019","27,701.59","27,770.86","27,635.32","27,691.49","27,691.49","213,670,000.00"
"Nov 11, 2019","27,580.66","27,714.39","27,517.67","27,691.49","27,691.49","202,350,000.00"
"Nov 08, 2019","27,686.20","27,694.95","27,578.97","27,681.24","27,681.24","221,440,000.00"
"Nov 07, 2019","27,590.16","27,774.67","27,590.16","27,674.80","27,674.80","259,020,000.00"
"Nov 06, 2019","27,502.74","27,526.05","27,407.81","27,492.56","27,492.56","237,910,000.00"
"Nov 05, 2019","27,500.23","27,560.36","27,453.55","27,492.63","27,492.63","286,350,000.00"
"Nov 04, 2019","27,402.06","27,517.58","27,402.06","27,462.11","27,462.11","273,030,000.00"
"Nov 01, 2019","27,142.95","27,347.43","27,142.95","27,347.36","27,347.36","270,870,000.00"
"Oct 31, 2019","27,188.37","27,188.37","26,918.29","27,046.23","27,046.23","273,830,000.00"
"Oct 30, 2019","27,110.71","27,204.36","26,999.64","27,186.69","27,186.69","231,750,000.00"
"Oct 29, 2019","27,061.07","27,165.94","27,039.76","27,071.46","27,071.46","269,610,000.00"
"Oct 28, 2019","27,040.33","27,167.88","27,028.71","27,090.72","27,090.72","290,770,000.00"
"Oct 25, 2019","26,789.61","27,015.37","26,765.68","26,958.06","26,958.06","274,610,000.00"
"Oct 24, 2019","26,893.93","26,931.78","26,714.34","26,805.53","26,805.53","253,590,000.00"
"Oct 23, 2019","26,835.24","26,896.89","26,745.00","26,833.95","26,833.95","247,680,000.00"
"Oct 22, 2019","26,850.43","26,946.64","26,782.61","26,788.10","26,788.10","265,510,000.00"
"Oct 21, 2019","26,852.67","26,852.67","26,747.62","26,827.64","26,827.64","241,030,000.00"
"Oct 18, 2019","27,004.49","27,018.25","26,770.13","26,770.20","26,770.20","288,970,000.00"
"Oct 17, 2019","27,032.38","27,112.16","26,970.29","27,025.88","27,025.88","222,540,000.00"
"Oct 16, 2019","26,972.31","27,058.34","26,943.29","27,001.98","27,001.98","214,660,000.00"
"Oct 15, 2019","26,811.20","27,120.11","26,811.20","27,024.80","27,024.80","245,510,000.00"
"Oct 14, 2019","26,766.43","26,874.33","26,749.18","26,787.36","26,787.36","178,620,000.00"
"Oct 11, 2019","26,694.20","27,013.97","26,694.20","26,816.59","26,816.59","282,080,000.00"
"Oct 10, 2019","26,317.35","26,603.31","26,314.51","26,496.67","26,496.67","217,680,000.00"
"Oct 09, 2019","26,308.23","26,424.31","26,249.75","26,346.01","26,346.01","190,060,000.00"
"Oct 08, 2019","26,276.59","26,421.81","26,139.80","26,164.04","26,164.04","244,590,000.00"
"Oct 07, 2019","26,502.33","26,655.84","26,424.54","26,478.02","26,478.02","195,200,000.00"
"Oct 04, 2019","26,271.70","26,590.74","26,271.70","26,573.72","26,573.72","221,310,000.00"
"Oct 03, 2019","26,039.02","26,205.20","25,743.46","26,201.04","26,201.04","241,610,000.00"
"Oct 02, 2019","26,425.86","26,438.04","25,974.12","26,078.62","26,078.62","309,640,000.00"
"Oct 01, 2019","26,962.54","27,046.21","26,562.22","26,573.04","26,573.04","260,110,000.00"
"Sep 30, 2019","26,852.33","26,998.86","26,852.33","26,916.83","26,916.83","222,680,000.00"
"Sep 27, 2019","26,987.26","27,012.54","26,715.82","26,820.25","26,820.25","217,780,000.00"
"Sep 26, 2019","27,004.11","27,015.07","26,803.84","26,891.12","26,891.12","229,180,000.00"
"Sep 25, 2019","26,866.71","27,016.56","26,755.86","26,970.71","26,970.71","237,220,000.00"
"Sep 24, 2019","27,034.07","27,079.68","26,704.96","26,807.77","26,807.77","301,750,000.00"
"Sep 23, 2019","26,851.45","27,011.07","26,831.34","26,949.99","26,949.99","204,240,000.00"
"Sep 20, 2019","27,102.18","27,194.75","26,926.68","26,935.07","26,935.07","497,640,000.00"
"Sep 19, 2019","27,186.05","27,272.17","27,064.21","27,094.79","27,094.79","212,360,000.00"
"Sep 18, 2019","27,075.39","27,161.93","26,899.15","27,147.08","27,147.08","212,860,000.00"
"Sep 17, 2019","27,010.12","27,110.80","26,984.14","27,110.80","27,110.80","223,580,000.00"
"Sep 16, 2019","27,146.06","27,172.87","27,032.56","27,076.82","27,076.82","220,620,000.00"
"Sep 13, 2019","27,216.67","27,277.55","27,193.95","27,219.52","27,219.52","255,260,000.00"
"Sep 12, 2019","27,197.32","27,306.73","27,105.01","27,182.45","27,182.45","250,010,000.00"
"Sep 11, 2019","26,928.05","27,137.04","26,885.48","27,137.04","27,137.04","272,590,000.00"
"Sep 10, 2019","26,805.83","26,909.43","26,717.05","26,909.43","26,909.43","322,340,000.00"
"Sep 09, 2019","26,866.23","26,900.83","26,762.18","26,835.51","26,835.51","273,120,000.00"
"Sep 06, 2019","26,790.25","26,860.87","26,708.39","26,797.46","26,797.46","209,700,000.00"
"Sep 05, 2019","26,603.15","26,836.30","26,603.15","26,728.15","26,728.15","256,670,000.00"
"Sep 04, 2019","26,301.99","26,362.35","26,244.44","26,355.47","26,355.47","202,710,000.00"
"Sep 03, 2019","26,198.26","26,198.26","25,978.22","26,118.02","26,118.02","223,210,000.00"
"Aug 30, 2019","26,476.39","26,514.62","26,295.59","26,403.28","26,403.28","216,160,000.00"
"Aug 29, 2019","26,249.09","26,408.84","26,185.71","26,362.25","26,362.25","208,650,000.00"
"Aug 28, 2019","25,712.99","26,041.57","25,637.43","26,036.10","26,036.10","207,070,000.00"
"Aug 27, 2019","26,014.46","26,054.02","25,721.85","25,777.90","25,777.90","263,530,000.00"
"Aug 26, 2019","25,826.05","25,941.25","25,716.39","25,898.83","25,898.83","222,780,000.00"
"Aug 23, 2019","26,134.21","26,320.29","25,507.18","25,628.90","25,628.90","364,260,000.00"
"Aug 22, 2019","26,271.64","26,388.78","26,099.01","26,252.24","26,252.24","222,810,000.00"
"Aug 21, 2019","26,145.36","26,268.32","26,141.77","26,202.73","26,202.73","208,790,000.00"
"Aug 20, 2019","26,086.86","26,160.12","25,952.00","25,962.44","25,962.44","238,100,000.00"
"Aug 19, 2019","26,020.06","26,222.32","26,020.06","26,135.79","26,135.79","252,640,000.00"
"Aug 16, 2019","25,678.17","25,929.65","25,678.17","25,886.01","25,886.01","276,210,000.00"
"Aug 15, 2019","25,514.25","25,639.69","25,339.60","25,579.39","25,579.39","332,600,000.00"
"Aug 14, 2019","26,035.08","26,035.08","25,471.59","25,479.42","25,479.42","352,250,000.00"
"Aug 13, 2019","25,888.88","26,426.97","25,833.25","26,279.91","26,279.91","308,900,000.00"
"Aug 12, 2019","26,169.91","26,178.95","25,824.94","25,896.44","25,896.44","199,390,000.00"
"Aug 09, 2019","26,337.09","26,413.36","26,097.64","26,287.44","26,287.44","240,260,000.00"
"Aug 08, 2019","26,086.52","26,383.61","26,038.10","26,378.19","26,378.19","282,530,000.00"
"Aug 07, 2019","25,814.22","26,073.21","25,440.39","26,007.07","26,007.07","344,790,000.00"
"Aug 06, 2019","25,810.62","26,038.68","25,710.87","26,029.52","26,029.52","318,160,000.00"
"Aug 05, 2019","26,259.23","26,259.23","25,523.38","25,717.74","25,717.74","422,240,000.00"
"Aug 02, 2019","26,528.66","26,570.02","26,249.22","26,485.01","26,485.01","327,640,000.00"
"Aug 01, 2019","26,879.86","27,175.59","26,548.71","26,583.42","26,583.42","386,320,000.00"
"Jul 31, 2019","27,244.67","27,281.65","26,719.60","26,864.27","26,864.27","385,150,000.00"
"Jul 30, 2019","27,145.39","27,224.36","27,069.86","27,198.02","27,198.02","293,250,000.00"
"Jul 29, 2019","27,192.24","27,275.85","27,178.06","27,221.35","27,221.35","250,850,000.00"
"Jul 26, 2019","27,166.00","27,213.70","27,123.25","27,192.45","27,192.45","233,650,000.00"
"Jul 25, 2019","27,247.39","27,298.43","27,062.48","27,140.98","27,140.98","241,420,000.00"
"Jul 24, 2019","27,262.24","27,291.04","27,191.12","27,269.97","27,269.97","244,320,000.00"
"Jul 23, 2019","27,231.86","27,368.81","27,204.58","27,349.19","27,349.19","248,850,000.00"
"Jul 22, 2019","27,174.18","27,227.77","27,088.90","27,171.90","27,171.90","216,310,000.00"
"Jul 19, 2019","27,246.38","27,342.96","27,145.78","27,154.20","27,154.20","287,690,000.00"
"Jul 18, 2019","27,191.98","27,266.81","27,068.79","27,222.97","27,222.97","216,070,000.00"
"Jul 17, 2019","27,320.91","27,343.06","27,218.38","27,219.85","27,219.85","193,930,000.00"
"Jul 16, 2019","27,349.32","27,398.68","27,290.24","27,335.63","27,335.63","226,000,000.00"
"Jul 15, 2019","27,364.69","27,364.69","27,294.17","27,359.16","27,359.16","199,730,000.00"
"Jul 12, 2019","27,139.49","27,333.79","27,135.45","27,332.03","27,332.03","248,390,000.00"
"Jul 11, 2019","26,950.16","27,088.45","26,916.32","27,088.08","27,088.08","252,300,000.00"
"Jul 10, 2019","26,851.96","26,983.45","26,813.11","26,860.20","26,860.20","207,990,000.00"
"Jul 09, 2019","26,725.12","26,807.70","26,665.57","26,783.49","26,783.49","218,330,000.00"
"Jul 08, 2019","26,835.64","26,839.14","26,744.87","26,806.14","26,806.14","214,290,000.00"
"Jul 05, 2019","26,867.75","26,950.81","26,733.33","26,922.12","26,922.12","192,170,000.00"
"Jul 03, 2019","26,832.32","26,966.00","26,831.44","26,966.00","26,966.00","149,840,000.00"
"Jul 02, 2019","26,719.53","26,787.56","26,632.65","26,786.68","26,786.68","219,270,000.00"
"Jul 01, 2019","26,805.86","26,890.64","26,616.21","26,717.43","26,717.43","267,670,000.00"
"Jun 28, 2019","26,605.93","26,638.35","26,522.27","26,599.96","26,599.96","499,350,000.00"
"Jun 27, 2019","26,523.72","26,607.24","26,465.32","26,526.58","26,526.58","246,930,000.00"
"Jun 26, 2019","26,599.42","26,660.04","26,536.33","26,536.82","26,536.82","274,340,000.00"
"Jun 25, 2019","26,731.61","26,752.31","26,527.66","26,548.22","26,548.22","282,160,000.00"
"Jun 24, 2019","26,727.61","26,806.52","26,723.37","26,727.54","26,727.54","232,390,000.00"
"Jun 21, 2019","26,749.12","26,907.37","26,705.87","26,719.13","26,719.13","485,560,000.00"
"Jun 20, 2019","26,665.38","26,798.63","26,539.69","26,753.17","26,753.17","278,170,000.00"
"Jun 19, 2019","26,490.16","26,569.75","26,415.05","26,504.00","26,504.00","240,950,000.00"
"Jun 18, 2019","26,228.90","26,527.19","26,227.80","26,465.54","26,465.54","273,490,000.00"
"Jun 17, 2019","26,108.53","26,165.78","26,049.80","26,112.53","26,112.53","199,500,000.00"
"Jun 14, 2019","26,076.36","26,162.28","25,988.09","26,089.61","26,089.61","208,020,000.00"
"Jun 13, 2019","26,036.94","26,146.91","25,995.71","26,106.77","26,106.77","213,400,000.00"
"Jun 12, 2019","26,040.30","26,082.10","25,958.66","26,004.83","26,004.83","223,690,000.00"
"Jun 11, 2019","26,180.59","26,248.67","25,998.87","26,048.51","26,048.51","253,490,000.00"
"Jun 10, 2019","26,090.22","26,210.61","26,054.31","26,062.68","26,062.68","249,280,000.00"
"Jun 07, 2019","25,768.72","26,072.75","25,768.72","25,983.94","25,983.94","263,010,000.00"
"Jun 06, 2019","25,567.45","25,800.30","25,518.05","25,720.66","25,720.66","248,070,000.00"
"Jun 05, 2019","25,451.00","25,544.66","25,373.58","25,539.57","25,539.57","262,660,000.00"
"Jun 04, 2019","24,962.82","25,343.77","24,962.82","25,332.18","25,332.18","281,690,000.00"
"Jun 03, 2019","24,830.16","24,935.21","24,680.57","24,819.78","24,819.78","328,240,000.00"
"May 31, 2019","25,046.31","25,046.31","24,809.51","24,815.04","24,815.04","292,230,000.00"
"May 30, 2019","25,139.94","25,218.54","25,066.75","25,169.88","25,169.88","215,240,000.00"
"May 29, 2019","25,231.46","25,231.46","24,938.24","25,126.41","25,126.41","298,930,000.00"
"May 28, 2019","25,616.55","25,717.63","25,342.28","25,347.77","25,347.77","358,980,000.00"
"May 24, 2019","25,551.07","25,670.81","25,496.20","25,585.69","25,585.69","201,370,000.00"
"May 23, 2019","25,657.99","25,657.99","25,328.09","25,490.47","25,490.47","316,940,000.00"
"May 22, 2019","25,818.46","25,878.21","25,755.11","25,776.61","25,776.61","241,760,000.00"
"May 21, 2019","25,782.34","25,898.27","25,779.61","25,877.33","25,877.33","260,870,000.00"
"May 20, 2019","25,655.31","25,751.71","25,560.55","25,679.90","25,679.90","279,560,000.00"
"May 17, 2019","25,719.95","25,948.74","25,657.78","25,764.00","25,764.00","283,760,000.00"
"May 16, 2019","25,692.14","25,957.63","25,692.14","25,862.68","25,862.68","320,960,000.00"
"May 15, 2019","25,400.13","25,724.89","25,341.94","25,648.02","25,648.02","270,720,000.00"
"May 14, 2019","25,384.03","25,688.96","25,384.03","25,532.05","25,532.05","291,570,000.00"
"May 13, 2019","25,568.06","25,568.06","25,222.51","25,324.99","25,324.99","361,240,000.00"
"May 10, 2019","25,763.72","26,019.32","25,469.86","25,942.37","25,942.37","294,580,000.00"
"May 09, 2019","25,878.85","25,884.89","25,517.39","25,828.36","25,828.36","334,760,000.00"
"May 08, 2019","25,933.79","26,118.10","25,889.41","25,967.33","25,967.33","276,420,000.00"
"May 07, 2019","26,276.90","26,276.90","25,789.71","25,965.09","25,965.09","334,960,000.00"
"May 06, 2019","26,160.62","26,476.27","26,033.95","26,438.48","26,438.48","283,020,000.00"
"May 03, 2019","26,379.14","26,534.96","26,370.09","26,504.95","26,504.95","248,900,000.00"
"May 02, 2019","26,407.15","26,454.69","26,180.36","26,307.79","26,307.79","287,610,000.00"
"May 01, 2019","26,639.06","26,689.39","26,426.38","26,430.14","26,430.14","303,850,000.00"
"Apr 30, 2019","26,594.56","26,614.04","26,419.47","26,592.91","26,592.91","340,320,000.00"
"Apr 29, 2019","26,559.87","26,602.54","26,520.75","26,554.39","26,554.39","279,450,000.00"
"Apr 26, 2019","26,454.62","26,543.56","26,392.55","26,543.33","26,543.33","317,290,000.00"
"Apr 25, 2019","26,426.37","26,536.48","26,310.28","26,462.08","26,462.08","296,730,000.00"
"Apr 24, 2019","26,652.56","26,680.58","26,582.86","26,597.05","26,597.05","283,370,000.00"
"Apr 23, 2019","26,513.83","26,695.96","26,503.56","26,656.39","26,656.39","311,690,000.00"
"Apr 22, 2019","26,510.77","26,553.05","26,458.61","26,511.05","26,511.05","232,570,000.00"
"Apr 18, 2019","26,463.37","26,602.42","26,444.53","26,559.54","26,559.54","332,850,000.00"
"Apr 17, 2019","26,468.53","26,501.02","26,391.86","26,449.54","26,449.54","367,780,000.00"
"Apr 16, 2019","26,482.19","26,530.71","26,397.19","26,452.66","26,452.66","302,340,000.00"
"Apr 15, 2019","26,407.76","26,424.85","26,316.42","26,384.77","26,384.77","250,620,000.00"
"Apr 12, 2019","26,357.79","26,436.68","26,309.72","26,412.30","26,412.30","369,910,000.00"
"Apr 11, 2019","26,188.21","26,229.88","26,062.59","26,143.05","26,143.05","211,680,000.00"
"Apr 10, 2019","26,173.71","26,209.49","26,101.24","26,157.16","26,157.16","203,130,000.00"
"Apr 09, 2019","26,243.54","26,246.34","26,103.14","26,150.58","26,150.58","244,410,000.00"
"Apr 08, 2019","26,312.67","26,344.65","26,246.03","26,341.02","26,341.02","229,380,000.00"
"Apr 05, 2019","26,427.56","26,487.57","26,370.82","26,424.99","26,424.99","229,550,000.00"
"Apr 04, 2019","26,213.42","26,398.90","26,212.78","26,384.63","26,384.63","233,040,000.00"
"Apr 03, 2019","26,238.03","26,282.17","26,138.47","26,218.13","26,218.13","271,980,000.00"
"Apr 02, 2019","26,213.55","26,221.24","26,122.31","26,179.13","26,179.13","250,940,000.00"
"Apr 01, 2019","26,075.10","26,280.90","26,071.69","26,258.42","26,258.42","295,570,000.00"
"Mar 29, 2019","25,827.31","25,949.32","25,771.67","25,928.68","25,928.68","300,620,000.00"
"Mar 28, 2019","25,693.32","25,743.41","25,576.69","25,717.46","25,717.46","237,170,000.00"
"Mar 27, 2019","25,676.34","25,758.17","25,425.27","25,625.59","25,625.59","270,340,000.00"
"Mar 26, 2019","25,649.56","25,796.29","25,544.78","25,657.73","25,657.73","305,110,000.00"
"Mar 25, 2019","25,490.72","25,603.27","25,372.26","25,516.83","25,516.83","303,120,000.00"
"Mar 22, 2019","25,844.65","25,877.01","25,501.45","25,502.32","25,502.32","386,510,000.00"
"Mar 21, 2019","25,688.44","26,009.90","25,657.78","25,962.51","25,962.51","335,250,000.00"
"Mar 20, 2019","25,867.79","25,929.52","25,670.63","25,745.67","25,745.67","321,980,000.00"
"Mar 19, 2019","25,987.87","26,109.68","25,814.92","25,887.38","25,887.38","342,250,000.00"
"Mar 18, 2019","25,801.88","25,924.77","25,785.66","25,914.10","25,914.10","303,170,000.00"
"Mar 15, 2019","25,720.96","25,927.91","25,649.70","25,848.87","25,848.87","616,910,000.00"
"Mar 14, 2019","25,692.31","25,752.84","25,621.31","25,709.94","25,709.94","302,790,000.00"
"Mar 13, 2019","25,637.23","25,776.49","25,571.31","25,702.89","25,702.89","331,410,000.00"
"Mar 12, 2019","25,600.30","25,675.44","25,522.17","25,554.66","25,554.66","317,730,000.00"
"Mar 11, 2019","25,208.00","25,661.63","25,208.00","25,650.88","25,650.88","309,790,000.00"
"Mar 08, 2019","25,347.38","25,466.14","25,252.46","25,450.24","25,450.24","270,500,000.00"
"Mar 07, 2019","25,645.45","25,645.45","25,352.55","25,473.23","25,473.23","289,140,000.00"
"Mar 06, 2019","25,818.76","25,837.61","25,633.71","25,673.46","25,673.46","256,250,000.00"
"Mar 05, 2019","25,829.07","25,877.15","25,725.63","25,806.63","25,806.63","252,260,000.00"
"Mar 04, 2019","26,122.19","26,155.98","25,611.55","25,819.65","25,819.65","295,510,000.00"
"Mar 01, 2019","26,019.67","26,143.92","25,914.37","26,026.32","26,026.32","289,890,000.00"
"Feb 28, 2019","25,984.28","26,029.21","25,896.56","25,916.00","25,916.00","338,520,000.00"
"Feb 27, 2019","25,995.60","26,039.68","25,877.24","25,985.16","25,985.16","255,380,000.00"
"Feb 26, 2019","26,051.61","26,155.29","25,966.01","26,057.98","26,057.98","257,850,000.00"
"Feb 25, 2019","26,126.15","26,241.42","26,080.66","26,091.95","26,091.95","281,600,000.00"
"Feb 22, 2019","25,906.27","26,052.90","25,906.27","26,031.81","26,031.81","279,760,000.00"
"Feb 21, 2019","25,922.41","25,938.88","25,762.21","25,850.63","25,850.63","255,710,000.00"
"Feb 20, 2019","25,872.26","25,986.20","25,846.48","25,954.44","25,954.44","287,880,000.00"
"Feb 19, 2019","25,849.85","25,961.44","25,820.01","25,891.32","25,891.32","280,620,000.00"
"Feb 15, 2019","25,564.63","25,883.72","25,564.63","25,883.25","25,883.25","328,530,000.00"
"Feb 14, 2019","25,460.65","25,558.90","25,308.09","25,439.39","25,439.39","313,010,000.00"
"Feb 13, 2019","25,480.86","25,625.95","25,480.86","25,543.27","25,543.27","263,330,000.00"
"Feb 12, 2019","25,152.03","25,458.98","25,152.03","25,425.76","25,425.76","278,110,000.00"
"Feb 11, 2019","25,142.81","25,196.75","25,009.10","25,053.11","25,053.11","241,700,000.00"
"Feb 08, 2019","25,042.36","25,106.39","24,883.04","25,106.33","25,106.33","248,210,000.00"
"Feb 07, 2019","25,265.81","25,314.26","25,000.52","25,169.53","25,169.53","295,460,000.00"
"Feb 06, 2019","25,371.57","25,439.04","25,312.06","25,390.30","25,390.30","247,590,000.00"
"Feb 05, 2019","25,287.93","25,427.32","25,287.65","25,411.52","25,411.52","310,650,000.00"
"Feb 04, 2019","25,062.12","25,239.91","24,977.67","25,239.37","25,239.37","298,540,000.00"
"Feb 01, 2019","25,025.31","25,193.15","24,982.49","25,063.89","25,063.89","372,090,000.00"
"Jan 31, 2019","24,954.48","25,049.62","24,842.09","24,999.67","24,999.67","507,350,000.00"
"Jan 30, 2019","24,826.52","25,109.62","24,790.90","25,014.86","25,014.86","397,330,000.00"
"Jan 29, 2019","24,519.62","24,674.87","24,504.04","24,579.96","24,579.96","330,870,000.00"
"Jan 28, 2019","24,596.98","24,596.98","24,323.94","24,528.22","24,528.22","347,170,000.00"
"Jan 25, 2019","24,687.21","24,860.15","24,676.75","24,737.20","24,737.20","376,890,000.00"
"Jan 24, 2019","24,579.96","24,626.30","24,422.73","24,553.24","24,553.24","320,170,000.00"
"Jan 23, 2019","24,577.25","24,700.98","24,307.17","24,575.62","24,575.62","318,600,000.00"
"Jan 22, 2019","24,607.76","24,607.76","24,244.31","24,404.48","24,404.48","338,480,000.00"
"Jan 18, 2019","24,534.19","24,750.22","24,459.03","24,706.35","24,706.35","372,970,000.00"
"Jan 17, 2019","24,147.09","24,474.46","24,088.90","24,370.10","24,370.10","288,590,000.00"
"Jan 16, 2019","24,139.91","24,288.61","24,119.72","24,207.16","24,207.16","302,830,000.00"
"Jan 15, 2019","23,914.11","24,099.14","23,887.93","24,065.59","24,065.59","291,570,000.00"
"Jan 14, 2019","23,880.53","23,964.90","23,765.24","23,909.84","23,909.84","277,560,000.00"
"Jan 11, 2019","23,940.01","23,996.32","23,798.16","23,995.95","23,995.95","262,650,000.00"
"Jan 10, 2019","23,811.11","24,014.78","23,703.25","24,001.92","24,001.92","338,150,000.00"
"Jan 09, 2019","23,844.27","24,084.71","23,703.16","23,879.12","23,879.12","324,570,000.00"
"Jan 08, 2019","23,680.32","23,864.65","23,581.45","23,787.45","23,787.45","317,420,000.00"
"Jan 07, 2019","23,474.26","23,687.74","23,301.59","23,531.35","23,531.35","334,200,000.00"
"Jan 04, 2019","22,894.92","23,518.64","22,894.92","23,433.16","23,433.16","396,020,000.00"
"Jan 03, 2019","23,176.39","23,176.39","22,638.41","22,686.22","22,686.22","424,240,000.00"
"Jan 02, 2019","23,058.61","23,413.47","22,928.59","23,346.24","23,346.24","321,570,000.00"
"Dec 31, 2018","23,153.94","23,333.18","23,118.30","23,327.46","23,327.46","288,830,000.00"
"Dec 28, 2018","23,213.61","23,381.88","22,981.33","23,062.40","23,062.40","336,510,000.00"
"Dec 27, 2018","22,629.06","23,138.89","22,267.42","23,138.82","23,138.82","407,940,000.00"
"Dec 26, 2018","21,857.73","22,878.92","21,712.53","22,878.45","22,878.45","433,080,000.00"
"Dec 24, 2018","22,317.28","22,339.87","21,792.20","21,792.20","21,792.20","308,420,000.00"
"Dec 21, 2018","22,871.74","23,254.59","22,396.34","22,445.37","22,445.37","900,510,000.00"
"Dec 20, 2018","23,224.12","23,282.20","22,644.31","22,859.60","22,859.60","576,700,000.00"
"Dec 19, 2018","23,693.33","24,057.34","23,162.64","23,323.66","23,323.66","503,550,000.00"
"Dec 18, 2018","23,769.13","23,927.77","23,516.02","23,675.64","23,675.64","408,070,000.00"
"Dec 17, 2018","23,986.83","24,088.08","23,456.88","23,592.98","23,592.98","466,740,000.00"
"Dec 14, 2018","24,408.04","24,431.14","24,033.79","24,100.51","24,100.51","416,940,000.00"
"Dec 13, 2018","24,575.86","24,740.96","24,473.29","24,597.38","24,597.38","299,970,000.00"
"Dec 12, 2018","24,509.09","24,828.29","24,509.09","24,527.27","24,527.27","344,330,000.00"
"Dec 11, 2018","24,719.91","24,791.26","24,221.06","24,370.24","24,370.24","342,960,000.00"
"Dec 10, 2018","24,360.95","24,500.81","23,881.37","24,423.26","24,423.26","389,690,000.00"
"Dec 07, 2018","24,918.82","25,095.62","24,284.78","24,388.95","24,388.95","398,230,000.00"
"Dec 06, 2018","24,737.42","24,951.01","24,242.22","24,947.67","24,947.67","471,690,000.00"
"Dec 04, 2018","25,752.56","25,773.12","25,008.11","25,027.07","25,027.07","418,900,000.00"
"Dec 03, 2018","25,779.57","25,980.21","25,670.51","25,826.43","25,826.43","388,480,000.00"
"Nov 30, 2018","25,307.14","25,549.71","25,250.97","25,538.46","25,538.46","482,250,000.00"
"Nov 29, 2018","25,343.65","25,479.04","25,202.79","25,338.84","25,338.84","305,110,000.00"
"Nov 28, 2018","24,832.84","25,368.93","24,832.84","25,366.43","25,366.43","362,160,000.00"
"Nov 27, 2018","24,557.02","24,750.73","24,416.03","24,748.73","24,748.73","308,250,000.00"
"Nov 26, 2018","24,364.13","24,673.29","24,364.13","24,640.24","24,640.24","306,280,000.00"
"Nov 23, 2018","24,336.40","24,408.80","24,268.74","24,285.95","24,285.95","155,940,000.00"
"Nov 21, 2018","24,541.65","24,669.79","24,463.28","24,464.69","24,464.69","289,370,000.00"
"Nov 20, 2018","24,618.68","24,707.26","24,368.98","24,465.64","24,465.64","445,920,000.00"
"Nov 19, 2018","25,392.61","25,392.61","24,900.98","25,017.44","25,017.44","358,090,000.00"
"Nov 16, 2018","25,242.35","25,510.23","25,147.80","25,413.22","25,413.22","354,460,000.00"
"Nov 15, 2018","25,061.48","25,354.56","24,787.79","25,289.27","25,289.27","392,750,000.00"
"Nov 14, 2018","25,388.08","25,501.29","24,935.82","25,080.50","25,080.50","384,240,000.00"
"Nov 13, 2018","25,321.21","25,511.03","25,193.78","25,286.49","25,286.49","339,690,000.00"
"Nov 12, 2018","25,959.33","25,966.71","25,340.51","25,387.18","25,387.18","346,910,000.00"
"Nov 09, 2018","26,149.11","26,161.49","25,882.91","25,989.30","25,989.30","324,450,000.00"
"Nov 08, 2018","26,139.59","26,277.82","26,081.90","26,191.22","26,191.22","295,650,000.00"
"Nov 07, 2018","25,788.46","26,200.14","25,765.88","26,180.30","26,180.30","361,780,000.00"
"Nov 06, 2018","25,452.83","25,651.86","25,444.90","25,635.01","25,635.01","265,450,000.00"
"Nov 05, 2018","25,261.47","25,507.35","25,261.47","25,461.70","25,461.70","334,740,000.00"
"Nov 02, 2018","25,443.60","25,578.98","25,078.72","25,270.83","25,270.83","429,480,000.00"
"Nov 01, 2018","25,142.08","25,396.47","25,108.11","25,380.74","25,380.74","383,970,000.00"
"Oct 31, 2018","25,008.82","25,336.55","25,008.82","25,115.76","25,115.76","448,930,000.00"
"Oct 30, 2018","24,482.04","24,906.68","24,415.69","24,874.64","24,874.64","470,050,000.00"
"Oct 29, 2018","24,818.98","25,040.58","24,122.23","24,442.92","24,442.92","443,850,000.00"
"Oct 26, 2018","24,770.25","24,916.16","24,445.19","24,688.31","24,688.31","505,310,000.00"
"Oct 25, 2018","24,736.54","25,104.29","24,645.56","24,984.55","24,984.55","439,670,000.00"
"Oct 24, 2018","25,172.88","25,306.23","24,533.19","24,583.42","24,583.42","496,400,000.00"
"Oct 23, 2018","25,038.46","25,307.70","24,768.79","25,191.43","25,191.43","436,430,000.00"
"Oct 22, 2018","25,492.14","25,561.34","25,236.05","25,317.41","25,317.41","314,940,000.00"
"Oct 19, 2018","25,421.09","25,608.71","25,350.02","25,444.34","25,444.34","350,810,000.00"
"Oct 18, 2018","25,645.56","25,691.46","25,236.01","25,379.45","25,379.45","328,020,000.00"
"Oct 17, 2018","25,705.87","25,810.09","25,479.16","25,706.68","25,706.68","298,210,000.00"
"Oct 16, 2018","25,351.53","25,817.68","25,351.53","25,798.42","25,798.42","305,800,000.00"
"Oct 15, 2018","25,332.46","25,482.42","25,243.88","25,250.55","25,250.55","287,320,000.00"
"Oct 12, 2018","25,407.63","25,467.55","25,000.83","25,339.99","25,339.99","397,510,000.00"
"Oct 11, 2018","25,518.39","25,683.64","24,899.77","25,052.83","25,052.83","522,880,000.00"
"Oct 10, 2018","26,441.73","26,487.87","25,567.10","25,598.74","25,598.74","438,200,000.00"
"Oct 09, 2018","26,469.19","26,539.94","26,324.16","26,430.57","26,430.57","282,560,000.00"
"Oct 08, 2018","26,399.45","26,529.35","26,223.09","26,486.78","26,486.78","273,020,000.00"
"Oct 05, 2018","26,632.77","26,676.16","26,301.81","26,447.05","26,447.05","267,100,000.00"
